Farm_ID,District,Planting_Date,Days_After_Planting,Growth_Stage,Land_Size_Acres,Seed_Variety,Soil_Type,Soil_pH,Soil_Moisture_pct,Weekly_Rainfall_mm,Avg_Temperature_C,Relative_Humidity_pct,Solar_Radiation_MJ_m2_day,Irrigation_mm_week,Fertilizer_kg_acre,Pest_Severity,Disease_Severity,Plant_Height_cm,Leaf_Greenness_Index,Predicted_Final_Yield_t_ha,Actual_Final_Yield_t_ha,Total_Water_Input_mm,Plant_Height_per_DAP,Canopy_Greenness_Volume,Biotic_Stress_Index,Planting_Month,Growth_Stage_Ordinal,Pest_Severity_Ordinal,Disease_Severity_Ordinal,District_Badulla,District_Galle,District_Kandy,District_Kegalle,District_Kurunegala,District_Matale,District_Matara,District_Monaragala,District_Nuwara Eliya,District_Ratnapura,Seed_Variety_Chinese,Seed_Variety_Local,Seed_Variety_Nadun,Soil_Type_Clay Loam,Soil_Type_Loam,Soil_Type_Sandy Loam
F0421,Galle,2025-07-12,82,Early Vegetative,1.12,Local,Sandy Loam,6.5,28.7,31.4,29.4,69.7,19.6,14.1,27.2,Low,Low,54.0,58.0,12.18,11.67,45.5,0.6585,3132.0,0,7,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
F0143,Nuwara Eliya,2026-01-01,213,Rhizome Development,2.73,Nadun,Clay Loam,6.2,33.4,48.2,27.8,74.4,17.3,35.0,87.9,Low,Low,132.0,59.0,17.13,17.74,83.2,0.6197,7788.0,0,1,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
F0256,Monaragala,2025-11-08,284,Maturity,3.43,Chinese,Clay Loam,6.0,45.5,96.6,30.7,73.7,22.4,8.1,80.4,Low,Low,149.1,70.5,20.6,21.24,104.7,0.525,10511.55,0,11,5,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
F0412,Matale,2025-08-11,13,Sprouting,0.75,Chinese,Sandy Loam,6.2,18.7,6.9,33.2,76.6,20.8,40.4,102.8,Low,Low,27.4,47.5,9.72,9.14,47.3,2.1077,1301.5,0,8,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
F0555,Ratnapura,2025-10-26,275,Maturity,3.52,Local,Sandy Loam,5.7,40.9,65.3,24.4,75.2,17.3,26.5,76.9,Medium,Low,164.7,65.7,18.34,18.07,91.8,0.5989,10820.79,1,10,5,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
F0695,Badulla,2025-02-09,12,Sprouting,1.01,Chinese,Loam,5.9,27.4,30.1,32.1,92.5,16.8,46.9,25.2,High,Low,20.3,55.5,6.49,5.73,77.0,1.6917,1126.65,2,2,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
F0877,Badulla,2025-02-15,148,Vegetative,1.6,Local,Sandy Loam,6.0,29.9,44.9,25.7,88.3,16.9,20.2,95.3,Medium,Low,102.0,58.8,14.75,14.18,65.1,0.6892,5997.6,1,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
F0555,Kandy,2025-02-25,220,Rhizome Development,1.65,Local,Loam,5.5,37.9,64.7,27.6,94.4,12.2,4.1,47.8,Medium,Medium,122.9,62.7,14.97,14.87,68.8,0.5586,7705.83,2,2,4,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
F0502,Nuwara Eliya,2025-10-14,192,Rhizome Initiation,2.39,Chinese,Sandy Loam,6.6,28.4,24.2,21.0,77.0,20.0,41.3,44.6,Low,Medium,108.7,61.8,13.23,12.73,65.5,0.5661,6717.66,1,10,3,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
F0052,Nuwara Eliya,2025-04-27,10,Sprouting,1.51,Local,Loam,6.0,27.9,21.6,32.5,83.1,18.1,14.3,51.7,Medium,Low,21.2,52.3,9.49,10.22,35.9,2.12,1108.76,1,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
F0032,Kandy,2025-08-27,126,Vegetative,4.45,Chinese,Sandy Loam,5.6,43.5,86.5,32.9,72.9,18.7,16.0,109.5,Medium,Low,75.2,68.6,15.08,14.31,102.5,0.5968,5158.72,1,8,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
F0446,Galle,2025-03-17,250,Rhizome Development,4.26,Local,Clay Loam,5.7,30.2,22.2,25.7,74.2,15.7,20.5,89.2,Low,Low,140.9,60.7,17.25,17.82,42.7,0.5636,8552.63,0,3,4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
F0249,Matara,2025-09-04,88,Early Vegetative,4.14,Local,Clay Loam,5.6,37.2,87.2,29.9,69.2,18.2,17.1,54.9,Medium,Medium,59.4,66.3,10.28,10.68,104.3,0.675,3938.22,2,9,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
F0517,Matale,2025-06-26,131,Vegetative,4.48,Chinese,Sandy Loam,6.2,30.2,25.4,29.6,72.3,21.5,14.2,64.9,Medium,Low,70.5,60.1,12.89,12.74,39.6,0.5382,4237.05,1,6,2,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
F0016,Ratnapura,2025-04-04,174,Rhizome Initiation,1.91,Nadun,Clay Loam,5.9,35.6,80.7,20.2,59.9,22.3,42.1,83.8,Medium,Low,112.6,64.6,14.26,14.59,122.8,0.6471,7273.96,1,4,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
F0873,Kurunegala,2025-12-27,150,Vegetative,0.94,Nadun,Loam,5.1,31.7,64.6,22.4,63.1,22.3,4.4,75.7,Low,High,94.2,61.6,11.61,11.46,69.0,0.628,5802.72,2,12,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
F0994,Matara,2025-12-23,87,Early Vegetative,1.56,Local,Sandy Loam,5.9,35.4,43.4,32.5,67.8,18.7,5.4,115.9,Low,Medium,72.8,65.3,11.36,10.65,48.8,0.8368,4753.84,1,12,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
F0419,Kurunegala,2025-07-31,261,Maturity,3.73,Chinese,Clay Loam,5.8,36.4,57.6,20.4,90.7,21.8,36.1,96.8,Low,Low,136.1,62.4,19.42,19.18,93.7,0.5215,8492.64,0,7,5,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
F0126,Ratnapura,2025-07-27,82,Early Vegetative,1.25,Chinese,Clay Loam,6.7,23.3,25.2,25.5,85.3,19.5,3.0,71.9,High,Low,53.5,56.3,9.12,9.04,28.2,0.6524,3012.05,2,7,1,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
F0558,Matara,2025-12-24,16,Sprouting,4.07,Nadun,Loam,6.5,41.6,105.9,31.9,87.6,15.3,25.7,58.5,Low,Low,16.1,62.1,11.73,12.47,131.6,1.0062,999.81,0,12,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
F0129,Matale,2025-08-27,112,Vegetative,4.75,Chinese,Loam,6.6,36.4,69.4,27.1,58.5,16.0,18.5,99.9,Low,Low,71.6,65.5,13.27,12.52,87.9,0.6393,4689.8,0,8,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
F0337,Nuwara Eliya,2025-05-30,132,Vegetative,1.72,Chinese,Clay Loam,5.9,34.4,57.4,26.0,79.0,23.6,22.0,55.5,Low,Medium,79.0,56.8,12.07,11.96,79.4,0.5985,4487.2,1,5,2,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
F0557,Galle,2025-08-16,164,Rhizome Initiation,4.3,Chinese,Clay Loam,5.6,44.5,84.5,22.9,70.2,24.2,33.4,85.5,Low,Medium,92.6,66.9,14.47,14.4,117.9,0.5646,6194.94,1,8,3,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
F0531,Badulla,2025-09-06,297,Maturity,1.87,Chinese,Sandy Loam,5.8,21.7,16.0,21.1,58.1,14.7,38.5,23.3,Low,Low,167.2,55.2,18.17,18.42,54.5,0.563,9229.44,0,9,5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
F0566,Matale,2025-02-13,217,Rhizome Development,4.49,Nadun,Sandy Loam,6.4,44.8,113.8,22.7,78.7,18.0,24.7,30.5,Low,Low,115.2,70.8,18.17,17.39,138.5,0.5309,8156.16,0,2,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
F0043,Nuwara Eliya,2025-02-21,232,Rhizome Development,1.35,Chinese,Loam,6.7,39.2,90.3,24.8,91.2,22.2,9.1,48.6,Low,Low,121.2,67.6,16.59,17.08,99.4,0.5224,8193.12,0,2,4,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
F0197,Matale,2025-06-29,274,Maturity,2.5,Chinese,Loam,5.1,43.8,75.4,25.9,76.2,14.9,23.2,57.6,Low,Medium,144.8,65.2,15.85,16.42,98.6,0.5285,9440.96,1,6,5,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
F0227,Kegalle,2025-09-15,239,Rhizome Development,1.39,Chinese,Clay Loam,5.2,19.7,7.5,30.4,64.4,12.7,2.8,85.3,High,High,133.3,56.4,12.67,12.16,10.3,0.5577,7518.12,4,9,4,2,2,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
F0775,Badulla,2025-05-22,226,Rhizome Development,2.71,Local,Clay Loam,6.7,32.1,39.9,28.3,68.4,17.4,41.5,36.3,Low,Medium,130.7,59.9,14.64,15.2,81.4,0.5783,7828.93,1,5,4,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
F0969,Ratnapura,2025-04-15,270,Maturity,1.29,Chinese,Sandy Loam,6.5,44.9,91.5,21.8,80.0,17.6,13.7,80.3,Low,Low,159.1,65.9,19.76,20.16,105.2,0.5893,10484.69,0,4,5,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
F0332,Galle,2025-01-11,4,Sprouting,3.05,Chinese,Clay Loam,6.1,36.7,58.6,21.9,91.8,15.6,40.9,47.1,Low,Low,29.9,61.9,9.49,9.7,99.5,7.475,1850.81,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
F0159,Galle,2025-09-26,252,Rhizome Development,3.61,Local,Loam,6.6,32.1,53.0,20.8,88.9,18.9,49.1,98.9,Low,Low,153.2,55.3,18.62,18.82,102.1,0.6079,8471.96,0,9,4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
F0214,Kandy,2025-08-06,254,Rhizome Development,3.61,Chinese,Sandy Loam,6.8,38.9,90.7,20.2,60.2,16.6,16.0,68.9,High,Medium,141.1,62.5,14.29,14.73,106.7,0.5555,8818.75,3,8,4,2,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
F0091,Matale,2025-01-18,149,Vegetative,3.41,Nadun,Loam,6.0,38.0,85.6,28.6,85.9,16.7,36.2,39.2,Low,Low,81.7,63.7,15.33,15.65,121.8,0.5483,5204.29,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
F0880,Kurunegala,2025-02-22,2,Sprouting,1.21,Local,Clay Loam,5.5,21.8,8.8,27.4,89.3,17.2,33.5,32.9,Low,Medium,26.2,57.1,7.02,6.3,42.3,13.1,1496.02,1,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
F0318,Matale,2025-10-23,167,Rhizome Initiation,1.61,Nadun,Clay Loam,6.8,43.2,95.6,28.1,67.3,17.5,11.3,97.0,Low,Low,108.6,66.9,15.13,15.23,106.9,0.6503,7265.34,0,10,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
F0707,Badulla,2025-10-15,121,Vegetative,0.69,Local,Sandy Loam,5.1,21.3,7.8,27.2,90.3,23.7,27.5,53.7,Low,Medium,66.6,51.1,10.47,10.4,35.3,0.5504,3403.26,1,10,2,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
F0594,Monaragala,2025-05-19,287,Maturity,2.5,Local,Sandy Loam,5.3,32.0,38.6,25.6,83.2,19.7,25.5,36.4,Medium,Low,167.0,57.4,17.29,16.61,64.1,0.5819,9585.8,1,5,5,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
F0554,Badulla,2025-06-12,173,Rhizome Initiation,3.22,Chinese,Loam,5.6,41.9,105.0,20.8,87.2,22.6,37.9,106.2,Medium,Low,95.4,66.2,16.47,15.77,142.9,0.5514,6315.48,1,6,3,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
F0919,Galle,2025-06-09,83,Early Vegetative,0.99,Chinese,Sandy Loam,5.4,28.1,48.1,21.0,93.9,23.0,44.1,112.2,Low,Low,61.7,61.7,12.76,12.59,92.2,0.7434,3806.89,0,6,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
F0413,Nuwara Eliya,2025-02-13,115,Vegetative,2.04,Local,Clay Loam,5.3,29.3,31.7,28.5,62.5,12.5,14.3,63.6,Medium,High,79.2,58.2,9.99,10.06,46.0,0.6887,4609.44,3,2,2,1,2,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
F0445,Kandy,2025-08-26,13,Sprouting,1.56,Local,Clay Loam,6.6,26.1,36.7,33.3,76.7,12.6,18.6,48.4,Medium,Low,33.1,53.8,9.11,9.4,55.3,2.5462,1780.78,1,8,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
F0473,Kurunegala,2025-01-29,139,Vegetative,3.89,Chinese,Sandy Loam,5.7,38.7,79.6,32.4,81.4,16.4,31.6,22.2,Medium,Low,90.8,62.0,12.99,12.29,111.2,0.6532,5629.6,1,1,2,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
F0382,Badulla,2025-06-03,19,Sprouting,0.63,Nadun,Sandy Loam,6.4,35.5,53.1,32.4,80.9,13.8,36.7,115.8,Low,Low,28.8,60.2,11.15,11.55,89.8,1.5158,1733.76,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
F0287,Matara,2025-05-30,25,Sprouting,3.05,Nadun,Loam,5.1,40.2,92.4,21.7,57.5,24.1,36.8,100.7,Low,Low,24.0,68.7,11.97,11.47,129.2,0.96,1648.8,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
F0501,Nuwara Eliya,2025-05-22,195,Rhizome Initiation,1.19,Chinese,Sandy Loam,5.7,22.8,12.3,28.0,71.1,12.1,43.1,80.0,Low,Low,113.6,52.0,15.34,15.61,55.4,0.5826,5907.2,0,5,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
F0327,Ratnapura,2025-08-27,281,Maturity,1.63,Chinese,Sandy Loam,6.4,43.6,87.8,27.3,77.0,18.9,4.4,75.9,Medium,Medium,157.6,61.3,17.88,17.09,92.2,0.5609,9660.88,2,8,5,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
F0772,Galle,2025-01-27,264,Maturity,3.96,Chinese,Sandy Loam,6.5,35.4,51.7,24.3,55.8,21.4,14.2,117.1,Low,Low,138.9,63.7,18.34,17.69,65.9,0.5261,8847.93,0,1,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
F0468,Ratnapura,2025-05-19,244,Rhizome Development,1.67,Chinese,Loam,5.2,19.3,16.0,25.8,71.6,24.2,6.2,85.7,Low,Low,139.2,55.4,16.98,17.32,22.2,0.5705,7711.68,0,5,4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
F0315,Ratnapura,2025-09-13,279,Maturity,1.83,Nadun,Sandy Loam,5.8,33.7,36.7,21.6,74.3,22.5,30.6,102.0,Low,Low,167.7,59.1,18.15,18.46,67.3,0.6011,9911.07,0,9,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
F0931,Ratnapura,2025-10-20,30,Sprouting,0.69,Nadun,Clay Loam,6.2,17.1,5.9,20.4,59.6,17.6,29.7,96.3,Medium,Medium,25.7,45.5,8.22,8.7,35.6,0.8567,1169.35,2,10,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
F0513,Matale,2025-04-12,133,Vegetative,2.54,Local,Loam,6.1,36.7,76.5,26.9,56.5,17.2,35.4,65.8,Medium,Medium,91.6,60.6,12.2,12.71,111.9,0.6887,5550.96,2,4,2,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
F0636,Ratnapura,2025-08-24,64,Early Vegetative,4.16,Local,Clay Loam,5.9,41.0,91.7,27.6,87.7,24.6,35.8,45.0,Low,High,40.8,67.0,11.14,11.73,127.5,0.6375,2733.6,2,8,1,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
F0996,Badulla,2025-07-13,285,Maturity,3.15,Local,Sandy Loam,5.9,32.7,32.2,31.2,72.1,21.9,29.9,97.8,Low,Low,150.2,54.6,18.08,17.46,62.1,0.527,8200.92,0,7,5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
F0898,Matara,2025-10-29,178,Rhizome Initiation,2.01,Chinese,Sandy Loam,5.1,50.7,111.1,22.9,84.9,20.1,19.3,76.5,Low,Low,97.0,70.6,16.67,17.3,130.4,0.5449,6848.2,0,10,3,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
F0109,Badulla,2025-02-28,123,Vegetative,4.1,Nadun,Loam,6.6,25.4,32.0,31.1,67.8,16.4,33.0,48.5,Low,High,70.6,56.6,10.92,11.72,65.0,0.574,3995.96,2,2,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
F0782,Matara,2025-04-24,83,Early Vegetative,4.78,Nadun,Loam,6.4,44.7,88.9,33.8,58.6,18.1,9.5,53.8,Medium,Low,48.8,66.8,11.79,12.39,98.4,0.588,3259.84,1,4,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
F0734,Monaragala,2025-08-04,135,Vegetative,1.36,Nadun,Sandy Loam,5.4,31.6,34.2,27.6,94.2,24.5,32.9,93.6,Medium,Medium,77.9,56.4,11.93,11.43,67.1,0.577,4393.56,2,8,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
F0893,Matale,2025-08-25,25,Sprouting,2.23,Chinese,Clay Loam,6.0,53.8,117.6,33.9,69.8,12.8,14.4,114.0,Medium,Medium,23.4,70.0,10.4,11.11,132.0,0.936,1638.0,2,8,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
F0775,Badulla,2025-05-09,297,Maturity,4.73,Nadun,Sandy Loam,6.1,34.8,63.0,29.8,87.4,24.3,47.4,84.3,Low,Low,155.9,58.5,18.7,18.77,110.4,0.5249,9120.15,0,5,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
F0689,Nuwara Eliya,2025-11-03,124,Vegetative,1.4,Nadun,Sandy Loam,6.0,32.2,46.2,21.6,94.2,22.3,28.7,118.8,Low,Medium,85.3,62.3,12.49,12.98,74.9,0.6879,5314.19,1,11,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
F0494,Monaragala,2025-10-10,107,Vegetative,2.65,Nadun,Clay Loam,5.9,54.4,117.9,21.4,89.0,21.9,43.3,117.2,Medium,Medium,61.0,70.3,12.44,13.15,161.2,0.5701,4288.3,2,10,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
F0797,Monaragala,2025-02-25,190,Rhizome Initiation,2.81,Local,Loam,5.4,44.4,87.1,32.2,60.1,14.7,16.6,21.4,Low,Low,116.1,66.3,15.35,15.71,103.7,0.6111,7697.43,0,2,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
F0018,Badulla,2025-05-11,105,Vegetative,0.55,Chinese,Sandy Loam,6.7,26.7,42.7,25.2,81.8,19.3,18.6,118.4,Low,Low,61.3,55.4,12.39,12.95,61.3,0.5838,3396.02,0,5,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
F0451,Matara,2025-06-17,108,Vegetative,3.03,Chinese,Clay Loam,5.6,49.3,103.3,22.5,70.1,20.1,9.9,60.4,Low,High,61.9,70.4,12.22,12.37,113.2,0.5731,4357.76,2,6,2,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
F0667,Monaragala,2025-08-08,62,Early Vegetative,1.06,Nadun,Clay Loam,6.2,36.9,50.6,25.9,74.2,12.6,10.7,71.7,Low,Low,57.8,58.2,12.07,12.52,61.3,0.9323,3363.96,0,8,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
F0505,Kurunegala,2025-03-04,9,Sprouting,2.66,Local,Sandy Loam,6.4,43.6,76.6,26.3,90.8,18.7,3.7,60.6,Medium,Low,26.2,63.3,9.48,8.93,80.3,2.9111,1658.46,1,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
F0713,Badulla,2025-09-13,276,Maturity,2.44,Local,Clay Loam,6.4,51.2,119.0,21.4,63.3,17.5,27.6,104.8,Low,Low,143.0,74.2,19.89,20.62,146.6,0.5181,10610.6,0,9,5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
F0709,Matara,2025-09-24,11,Sprouting,2.96,Nadun,Loam,5.6,48.8,117.6,24.5,93.2,16.2,21.0,94.5,Low,Low,35.0,64.4,11.74,11.07,138.6,3.1818,2254.0,0,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
F0383,Nuwara Eliya,2025-02-09,300,Maturity,3.52,Nadun,Sandy Loam,5.9,25.8,35.2,29.0,73.5,22.5,26.7,79.0,Medium,Low,162.1,51.1,18.69,18.53,61.9,0.5403,8283.31,1,2,5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
F0898,Kegalle,2025-07-16,18,Sprouting,1.72,Local,Clay Loam,5.9,39.1,67.7,28.2,78.2,22.8,23.4,50.3,Low,Low,21.5,67.7,10.62,10.22,91.1,1.1944,1455.55,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
F0114,Kegalle,2025-06-09,120,Vegetative,3.24,Chinese,Loam,6.5,27.6,28.0,28.1,77.9,18.9,6.9,91.6,Medium,Low,77.1,51.9,12.09,11.56,34.9,0.6425,4001.49,1,6,2,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
F0309,Kegalle,2025-12-24,87,Early Vegetative,3.25,Local,Loam,5.9,45.0,96.1,27.9,66.6,23.0,0.7,48.3,Low,Low,56.2,70.1,14.03,13.58,96.8,0.646,3939.62,0,12,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
F0826,Kurunegala,2025-10-11,226,Rhizome Development,1.87,Nadun,Sandy Loam,5.8,20.5,15.4,21.0,76.1,16.8,43.9,46.5,High,Low,129.9,48.1,14.67,14.59,59.3,0.5748,6248.19,2,10,4,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
F0523,Monaragala,2025-07-22,39,Early Vegetative,3.72,Chinese,Clay Loam,5.2,48.3,93.2,21.5,67.7,18.0,37.2,24.6,Low,Low,25.2,68.3,10.59,10.13,130.4,0.6462,1721.16,0,7,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
F0156,Nuwara Eliya,2025-02-14,31,Early Vegetative,4.7,Chinese,Sandy Loam,6.3,29.5,46.9,30.9,66.0,24.6,11.7,66.6,Low,Medium,26.0,61.7,9.79,10.57,58.6,0.8387,1604.2,1,2,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
F0509,Matara,2025-03-06,105,Vegetative,1.6,Nadun,Loam,6.2,42.4,90.2,20.3,91.2,19.6,8.6,59.4,Medium,Medium,74.0,65.0,12.5,12.75,98.8,0.7048,4810.0,2,3,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
F0012,Kegalle,2025-04-27,271,Maturity,3.49,Nadun,Loam,5.4,23.3,7.7,24.8,82.6,22.1,7.5,96.8,Medium,Medium,156.4,52.7,15.73,16.23,15.2,0.5771,8242.28,2,4,5,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
F0400,Nuwara Eliya,2025-11-23,259,Rhizome Development,3.02,Local,Loam,6.5,30.6,36.1,28.9,73.7,16.3,2.1,56.8,Low,Low,138.4,61.2,17.03,16.64,38.2,0.5344,8470.08,0,11,4,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
F0841,Matara,2025-09-16,50,Early Vegetative,1.97,Chinese,Loam,5.5,31.9,40.3,26.5,56.7,21.8,34.9,106.5,Low,Low,52.9,61.0,12.02,11.65,75.2,1.058,3226.9,0,9,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
F0991,Nuwara Eliya,2025-11-29,86,Early Vegetative,3.64,Nadun,Clay Loam,5.5,32.2,64.4,33.2,85.3,20.5,29.0,41.1,Low,Low,56.4,63.9,11.53,12.1,93.4,0.6558,3603.96,0,11,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
F0431,Kurunegala,2025-05-18,263,Maturity,2.52,Local,Sandy Loam,5.2,44.4,91.4,33.7,78.3,14.6,23.3,99.7,Low,Medium,147.7,70.8,16.75,17.39,114.7,0.5616,10457.16,1,5,5,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
F0689,Kegalle,2025-05-23,59,Early Vegetative,2.79,Chinese,Clay Loam,5.9,37.4,54.3,24.8,93.5,13.9,41.6,101.9,Low,High,40.4,64.1,9.73,10.18,95.9,0.6847,2589.64,2,5,1,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
F0031,Kegalle,2025-09-17,109,Vegetative,1.81,Local,Sandy Loam,6.6,52.2,109.4,20.6,84.6,20.0,9.9,54.7,Low,Low,65.0,70.4,13.93,13.44,119.3,0.5963,4576.0,0,9,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
F0267,Kegalle,2025-09-09,157,Rhizome Initiation,1.37,Chinese,Loam,5.6,37.8,53.5,30.1,85.9,18.5,14.0,32.6,Low,High,87.4,66.9,11.55,12.22,67.5,0.5567,5847.06,2,9,3,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
F0938,Ratnapura,2025-08-28,182,Rhizome Initiation,1.95,Nadun,Clay Loam,5.7,40.3,89.8,21.8,62.9,22.5,49.0,82.5,Medium,Low,101.2,67.5,15.79,15.94,138.8,0.556,6831.0,1,8,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
F0549,Badulla,2025-09-19,276,Maturity,1.8,Nadun,Clay Loam,5.3,29.4,29.2,25.0,65.4,19.5,48.2,86.4,Low,Low,145.9,53.9,18.54,17.75,77.4,0.5286,7864.01,0,9,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
F0747,Ratnapura,2025-01-21,132,Vegetative,1.81,Chinese,Sandy Loam,6.4,39.2,79.1,32.6,66.1,21.8,33.4,77.2,High,Low,86.1,64.3,13.12,12.43,112.5,0.6523,5536.23,2,1,2,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
F0593,Badulla,2025-06-17,203,Rhizome Initiation,3.48,Nadun,Loam,5.6,45.9,84.9,20.9,90.6,17.5,25.1,96.7,High,Low,129.7,66.4,14.25,14.69,110.0,0.6389,8612.08,2,6,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
