Farm_ID,District,Planting_Date,Days_After_Planting,Growth_Stage,Land_Size_Acres,Seed_Variety,Soil_Type,Soil_pH,Soil_Moisture_pct,Weekly_Rainfall_mm,Avg_Temperature_C,Relative_Humidity_pct,Solar_Radiation_MJ_m2_day,Irrigation_mm_week,Fertilizer_kg_acre,Pest_Severity,Disease_Severity,Plant_Height_cm,Leaf_Greenness_Index,Predicted_Final_Yield_t_ha,Actual_Final_Yield_t_ha
F0594,Badulla,2025-08-22,72,Early Vegetative,0.96,Chinese,Loam,6.1,27.6,12.5,32.9,85.9,24.5,16.1,40.7,High,Low,46.4,55.6,9.68,10.16
F0629,Ratnapura,2025-06-06,109,Vegetative,4.45,Nadun,Clay Loam,6.1,36.9,54.9,27.3,64.0,21.7,43.8,24.1,Low,Low,81.4,66.9,13.11,12.38
F0431,Nuwara Eliya,2025-01-21,205,Rhizome Initiation,3.31,Nadun,Clay Loam,6.5,18.3,3.5,31.4,88.0,20.1,45.3,73.0,Medium,Medium,128.8,50.5,14.26,14.03
F0199,Kandy,2025-02-17,23,Sprouting,2.1,Nadun,Sandy Loam,6.0,19.7,3.6,24.3,76.2,17.2,16.6,44.2,Medium,Low,40.8,55.0,7.94,8.09
F0218,Matale,2025-04-15,17,Sprouting,4.97,Chinese,Clay Loam,6.4,37.4,88.4,29.6,61.0,22.7,37.1,88.3,Low,Low,31.5,59.8,12.56,12.16
F0405,Galle,2025-12-20,272,Maturity,4.47,Nadun,Loam,6.4,39.6,93.9,25.6,70.0,23.6,24.6,104.6,Low,High,147.5,65.2,17.09,16.4
F0330,Galle,2025-06-08,219,Rhizome Development,3.22,Local,Sandy Loam,5.7,28.6,19.4,29.4,63.9,21.1,36.8,61.6,Low,Low,134.2,54.2,16.68,15.96
F0890,Nuwara Eliya,2025-11-11,296,Maturity,2.92,Nadun,Loam,6.8,30.6,28.9,33.1,56.0,21.2,35.1,29.0,Low,Low,170.0,59.1,16.15,16.27
F0571,Kurunegala,2025-10-30,148,Vegetative,2.73,Local,Clay Loam,5.7,28.3,28.7,27.0,65.5,22.3,38.6,101.2,Low,Low,87.2,58.0,14.2,13.49
F0433,Galle,2025-01-14,24,Sprouting,2.5,Chinese,Sandy Loam,6.4,38.6,89.1,20.1,60.8,16.1,32.6,65.3,Low,Low,17.9,66.4,10.68,11.38
F0494,Ratnapura,2025-10-29,93,Vegetative,3.03,Local,Sandy Loam,6.1,43.7,96.3,31.3,70.0,20.3,23.9,56.5,Low,Medium,74.3,68.1,13.21,12.99
F0422,Matara,2025-06-26,70,Early Vegetative,2.0,Chinese,Loam,5.8,45.2,100.2,21.6,86.0,23.3,1.6,74.4,Low,Low,54.1,69.6,13.85,13.34
F0377,Ratnapura,2025-02-11,206,Rhizome Initiation,2.35,Local,Loam,6.5,40.3,100.1,25.5,76.7,23.5,32.8,41.3,Low,Low,122.3,68.9,16.71,17.44
F0971,Kurunegala,2025-12-11,133,Vegetative,1.41,Nadun,Loam,5.3,41.2,84.0,28.7,85.3,22.1,49.7,70.4,Low,Medium,88.5,68.1,13.36,12.69
F0268,Monaragala,2025-03-19,274,Maturity,5.0,Local,Clay Loam,6.0,27.9,44.1,21.9,73.3,23.2,3.1,114.0,Low,High,159.2,58.2,16.14,16.44
F0815,Matale,2025-07-18,206,Rhizome Initiation,4.87,Nadun,Sandy Loam,5.6,46.9,95.7,32.2,85.1,19.4,9.9,46.9,Medium,High,124.5,66.9,13.68,14.24
F0689,Kurunegala,2025-12-19,167,Rhizome Initiation,3.21,Chinese,Clay Loam,5.3,21.0,14.4,31.1,94.7,21.5,30.8,65.2,High,Low,91.4,49.9,11.47,12.1
F0716,Kegalle,2025-10-30,194,Rhizome Initiation,4.89,Chinese,Clay Loam,5.7,45.1,84.4,24.1,79.9,15.1,27.1,92.8,Low,Low,105.7,72.0,16.87,16.72
F0971,Monaragala,2025-09-24,71,Early Vegetative,1.25,Nadun,Sandy Loam,6.7,40.4,62.5,31.9,61.7,17.0,30.0,70.7,High,Medium,52.3,67.6,9.34,9.65
F0443,Kandy,2025-11-11,161,Rhizome Initiation,2.72,Nadun,Sandy Loam,5.2,49.9,119.2,23.1,65.2,18.1,33.4,60.5,Low,Low,104.6,70.0,14.85,14.23
F0235,Galle,2025-06-11,174,Rhizome Initiation,4.61,Local,Loam,6.3,47.2,115.2,31.1,86.2,19.5,30.9,23.5,High,High,102.8,63.7,11.04,10.7
F0095,Kandy,2025-08-20,41,Early Vegetative,4.97,Chinese,Clay Loam,6.8,33.0,57.9,27.7,89.5,14.6,22.3,103.2,Low,Medium,32.9,55.6,9.64,9.03
F0112,Kurunegala,2025-02-21,69,Early Vegetative,0.72,Local,Loam,6.8,53.7,118.6,31.5,58.5,14.7,11.9,36.5,Medium,Low,50.2,71.5,11.35,10.6
F0337,Kegalle,2025-01-12,300,Maturity,1.69,Chinese,Sandy Loam,6.2,26.3,33.3,32.8,77.8,15.6,22.2,109.9,Low,Low,164.1,55.6,19.01,19.48
F0306,Badulla,2025-03-09,293,Maturity,2.26,Chinese,Clay Loam,5.7,36.1,76.5,33.2,67.1,24.9,43.4,24.8,Low,Low,163.2,57.9,19.39,19.6
F0700,Kurunegala,2025-06-13,143,Vegetative,2.21,Chinese,Loam,5.7,46.3,99.8,24.4,66.6,12.5,34.9,51.1,Medium,Low,90.4,64.2,13.76,14.33
F0184,Matara,2025-07-24,22,Sprouting,0.55,Nadun,Clay Loam,6.7,45.5,92.7,30.0,86.9,12.3,14.8,112.8,Low,Low,18.9,68.6,11.16,10.51
F0399,Kandy,2025-06-07,149,Vegetative,3.33,Local,Loam,5.4,33.2,71.5,32.8,75.5,14.3,4.2,30.7,High,Low,89.4,63.4,12.05,12.79
F0598,Galle,2025-05-31,80,Early Vegetative,4.78,Chinese,Clay Loam,5.5,48.5,109.6,25.3,91.6,18.3,6.4,51.4,Low,Low,66.8,64.4,12.39,13.11
F0598,Monaragala,2025-10-12,91,Vegetative,3.18,Local,Loam,6.7,31.5,32.2,21.1,59.4,17.3,32.7,55.1,Low,Low,55.1,62.8,11.62,10.87
F0347,Kandy,2025-11-11,13,Sprouting,2.37,Chinese,Sandy Loam,5.2,41.9,75.5,20.1,88.4,13.8,13.0,106.9,Medium,Low,24.0,67.9,9.45,10.04
F0726,Nuwara Eliya,2025-05-11,146,Vegetative,4.06,Local,Sandy Loam,5.6,44.3,113.2,29.6,56.7,18.4,25.5,43.2,Low,Low,78.3,71.2,15.02,15.06
F0682,Kurunegala,2025-03-18,165,Rhizome Initiation,3.9,Nadun,Sandy Loam,5.2,36.0,47.0,20.0,87.3,21.7,29.6,87.6,Low,Medium,95.5,65.0,13.19,12.72
F0818,Kandy,2025-01-06,157,Rhizome Initiation,2.82,Local,Loam,5.9,23.5,9.1,21.6,64.6,16.3,46.2,69.7,Low,Low,94.9,55.2,12.99,12.24
F0789,Nuwara Eliya,2025-09-10,63,Early Vegetative,1.03,Nadun,Clay Loam,6.2,49.4,115.9,33.4,69.1,17.7,35.7,119.3,Medium,High,55.0,73.8,11.44,10.92
F0133,Kegalle,2025-04-08,214,Rhizome Development,4.67,Chinese,Sandy Loam,5.4,22.9,10.2,33.3,56.6,22.1,22.8,23.5,Low,Low,133.2,56.8,14.19,13.7
F0028,Badulla,2025-01-22,230,Rhizome Development,4.39,Chinese,Clay Loam,6.6,43.3,94.6,25.9,59.6,12.1,13.3,49.2,Medium,Medium,139.7,67.4,16.23,15.57
F0623,Kurunegala,2025-04-11,256,Rhizome Development,4.92,Local,Loam,5.2,44.6,107.1,20.8,76.4,18.4,20.0,34.2,Low,Low,139.8,68.3,18.1,17.71
F0043,Badulla,2025-11-01,186,Rhizome Initiation,0.65,Local,Loam,5.1,42.9,98.9,27.9,89.5,19.3,21.1,114.3,Low,Medium,105.7,62.3,14.82,15.11
F0470,Nuwara Eliya,2025-04-18,209,Rhizome Initiation,1.55,Nadun,Loam,5.1,33.8,53.0,29.7,59.7,24.3,36.1,104.6,Low,Low,121.4,63.2,16.6,16.61
F0497,Matale,2025-11-07,268,Maturity,3.89,Local,Loam,5.7,25.8,4.7,33.9,89.4,14.4,10.9,58.6,Medium,Low,155.1,55.6,16.33,16.6
F0478,Monaragala,2025-09-06,178,Rhizome Initiation,3.87,Nadun,Loam,6.3,22.9,20.7,31.1,71.0,14.7,26.6,28.9,Low,High,103.3,49.0,12.36,12.2
F0089,Galle,2025-12-11,233,Rhizome Development,3.94,Nadun,Clay Loam,5.8,29.3,37.9,31.0,88.2,15.3,6.6,116.8,High,Low,141.8,54.8,15.05,14.3
F0379,Matale,2025-02-17,223,Rhizome Development,3.41,Nadun,Loam,6.6,28.3,47.7,32.6,64.8,15.0,16.0,68.1,High,Low,122.9,52.1,14.85,14.48
F0623,Kandy,2025-05-17,213,Rhizome Development,2.69,Chinese,Sandy Loam,5.4,25.4,34.4,21.0,56.5,22.6,43.8,92.2,Low,Low,124.5,55.7,15.79,16.13
F0390,Badulla,2025-04-29,26,Sprouting,3.01,Chinese,Loam,6.3,29.5,51.9,32.9,87.5,21.6,47.0,30.5,Medium,Low,31.7,59.4,9.92,9.74
F0374,Ratnapura,2025-03-09,134,Vegetative,4.95,Chinese,Clay Loam,6.5,30.9,24.4,30.5,92.3,15.7,31.4,102.7,Medium,Low,81.8,60.9,13.76,14.06
F0601,Monaragala,2025-08-30,205,Rhizome Initiation,0.68,Local,Loam,5.7,49.6,114.3,25.6,94.6,19.3,6.8,26.9,High,Medium,114.5,69.2,14.03,13.67
F0893,Kurunegala,2025-05-27,241,Rhizome Development,1.92,Local,Clay Loam,5.2,34.4,54.7,20.7,71.3,13.5,13.9,56.5,Medium,Low,130.8,58.8,16.25,17.0
F0332,Badulla,2025-09-04,141,Vegetative,3.18,Nadun,Loam,5.4,49.6,110.6,22.1,65.3,24.6,8.4,109.2,Low,Low,95.6,69.7,15.82,15.95
F0955,Matale,2025-05-04,147,Vegetative,2.45,Chinese,Loam,5.8,40.7,74.5,29.0,94.6,24.9,1.5,65.8,Low,Low,91.0,61.7,15.2,14.43
F0986,Galle,2025-08-06,98,Vegetative,3.99,Nadun,Loam,6.1,17.1,7.1,27.3,84.1,23.5,47.9,62.7,Low,Low,62.3,47.5,12.7,12.49
F0811,Monaragala,2025-02-09,113,Vegetative,4.32,Nadun,Loam,5.6,51.3,106.8,31.6,70.1,17.8,39.1,38.2,Low,Low,71.0,68.2,14.24,14.18
F0853,Kandy,2025-06-22,93,Vegetative,2.56,Chinese,Clay Loam,5.5,20.6,2.3,23.9,57.4,22.3,26.1,107.2,Low,Low,68.1,49.4,11.99,11.32
F0502,Kegalle,2025-08-09,231,Rhizome Development,2.33,Chinese,Loam,5.4,44.6,112.9,27.1,82.3,17.0,2.6,74.5,Low,Low,125.7,65.4,18.43,17.88
F0279,Kandy,2025-03-04,57,Early Vegetative,0.51,Local,Sandy Loam,6.6,33.0,67.3,25.4,90.2,13.5,36.2,44.9,Low,Medium,50.8,60.3,11.45,12.05
F0239,Badulla,2025-12-13,69,Early Vegetative,2.69,Nadun,Loam,6.6,38.1,86.5,23.3,58.9,22.0,30.6,85.2,Medium,Medium,48.4,61.7,11.88,11.49
F0681,Kandy,2025-07-19,150,Vegetative,1.9,Chinese,Clay Loam,6.1,45.7,118.4,29.3,62.3,22.9,45.4,114.0,Medium,High,80.8,69.4,12.95,13.74
F0703,Nuwara Eliya,2025-10-20,79,Early Vegetative,4.42,Local,Sandy Loam,6.1,36.3,84.4,20.6,86.7,23.0,25.1,65.0,Low,Medium,45.0,57.5,11.59,10.95
F0311,Monaragala,2025-06-09,70,Early Vegetative,1.83,Nadun,Clay Loam,5.3,20.5,9.6,29.9,71.9,24.8,15.4,52.9,Low,Low,46.4,53.2,10.84,11.39
F0270,Monaragala,2025-08-05,22,Sprouting,1.82,Nadun,Sandy Loam,6.0,32.2,58.7,21.5,58.5,20.4,3.1,101.7,Low,Low,23.3,62.7,11.58,11.98
F0189,Nuwara Eliya,2025-03-13,233,Rhizome Development,0.9,Nadun,Clay Loam,5.0,26.9,38.3,29.3,87.0,23.6,27.6,21.7,High,Low,144.4,53.5,12.68,12.14
F0494,Monaragala,2025-06-28,224,Rhizome Development,3.22,Chinese,Sandy Loam,6.2,43.5,76.3,23.5,93.7,19.6,3.7,48.9,Low,Medium,131.9,63.0,16.31,16.17
F0291,Matale,2025-01-25,290,Maturity,1.64,Local,Clay Loam,6.4,39.6,86.0,32.3,91.2,14.4,42.0,68.7,Medium,Low,153.0,64.1,19.36,18.66
F0360,Kandy,2025-01-09,116,Vegetative,1.52,Local,Loam,6.7,35.3,44.9,23.0,65.6,21.1,45.1,56.8,Low,Medium,63.9,60.3,10.96,10.76
F0442,Ratnapura,2025-01-28,88,Early Vegetative,3.01,Chinese,Loam,6.2,20.2,5.0,27.2,83.1,20.4,17.8,108.3,Medium,Medium,70.0,52.2,9.4,9.77
F0655,Kurunegala,2025-02-27,80,Early Vegetative,2.1,Local,Clay Loam,5.1,43.0,111.7,23.9,80.8,24.9,13.7,93.1,Low,High,48.2,66.2,11.12,11.35
F0722,Matale,2025-01-02,79,Early Vegetative,0.83,Local,Clay Loam,5.2,35.5,80.7,32.0,67.0,23.3,37.5,23.9,Medium,High,45.0,65.2,8.54,8.94
F0502,Galle,2025-06-20,272,Maturity,2.62,Nadun,Loam,6.4,53.0,113.3,32.3,82.4,22.9,14.8,91.0,Low,Medium,144.1,76.3,17.9,18.21
F0395,Monaragala,2025-07-02,54,Early Vegetative,4.05,Chinese,Loam,6.3,33.0,32.6,32.1,79.5,15.7,36.8,35.8,Low,Medium,52.2,61.7,8.83,9.04
F0285,Kandy,2025-10-12,201,Rhizome Initiation,3.8,Local,Loam,6.6,35.6,46.2,29.1,93.8,15.7,3.0,71.5,Low,Low,127.3,65.8,16.46,16.16
F0061,Galle,2025-08-06,4,Sprouting,1.39,Nadun,Sandy Loam,6.8,44.0,91.2,29.5,83.5,16.3,7.1,31.1,Low,Low,16.9,68.6,9.44,9.69
F0075,Ratnapura,2025-12-11,100,Vegetative,1.14,Nadun,Sandy Loam,6.6,41.4,102.4,23.5,67.4,25.0,22.8,21.5,Low,Medium,71.8,67.0,12.86,13.63
F0678,Kegalle,2025-06-30,21,Sprouting,4.46,Chinese,Clay Loam,6.5,41.7,73.5,24.4,64.7,17.5,48.8,78.9,Low,Low,26.8,67.4,11.34,11.32
F0521,Kandy,2025-03-15,220,Rhizome Development,0.67,Nadun,Clay Loam,5.9,37.2,75.3,31.8,66.3,15.1,29.6,105.8,Medium,High,125.0,64.2,13.76,13.92
F0885,Kegalle,2025-01-10,80,Early Vegetative,2.96,Local,Sandy Loam,6.3,43.3,92.6,20.8,94.3,14.4,1.7,44.6,Low,Low,61.4,66.2,12.66,11.99
F0786,Monaragala,2025-06-07,201,Rhizome Initiation,4.99,Local,Clay Loam,6.1,52.6,113.5,21.7,60.5,21.0,14.3,34.3,Low,Medium,107.1,73.6,16.11,15.53
F0546,Matale,2025-11-26,127,Vegetative,3.4,Nadun,Sandy Loam,6.6,40.9,92.7,23.7,89.7,12.3,23.0,97.8,Low,Low,81.8,68.2,14.21,13.76
F0988,Badulla,2025-12-27,164,Rhizome Initiation,1.01,Local,Sandy Loam,6.1,32.8,61.6,25.5,87.5,19.3,24.8,26.4,Low,Medium,92.2,55.1,13.5,13.76
F0950,Kandy,2025-09-20,48,Early Vegetative,3.88,Local,Clay Loam,5.3,21.4,20.4,25.2,61.6,20.2,31.7,42.5,Low,Medium,46.2,53.2,8.57,8.82
F0265,Monaragala,2025-07-12,10,Sprouting,1.97,Chinese,Loam,5.5,34.8,66.9,21.8,57.3,20.3,7.8,55.4,Low,High,12.3,60.1,7.52,7.34
F0016,Badulla,2025-07-14,68,Early Vegetative,3.86,Chinese,Loam,5.2,31.0,52.1,28.8,60.4,12.4,44.8,119.9,Low,High,51.6,54.1,10.13,9.87
F0903,Matara,2025-12-30,100,Vegetative,1.09,Local,Loam,5.4,42.7,80.9,31.8,85.3,22.6,8.3,38.6,Medium,Low,75.6,65.9,12.56,11.86
F0981,Kurunegala,2025-03-28,193,Rhizome Initiation,3.9,Chinese,Sandy Loam,5.4,30.9,46.5,29.0,81.6,17.0,30.6,35.2,High,Low,106.7,63.2,13.81,14.2
F0841,Badulla,2025-06-21,217,Rhizome Development,2.9,Nadun,Loam,6.1,47.9,108.0,21.4,90.8,14.1,34.4,86.3,Medium,Medium,129.4,69.4,16.05,16.54
F0863,Galle,2025-05-06,182,Rhizome Initiation,1.76,Nadun,Sandy Loam,5.3,28.1,13.6,26.1,62.3,15.8,26.8,31.2,Medium,Low,107.0,56.2,12.54,13.07
F0952,Kurunegala,2025-01-15,259,Rhizome Development,3.84,Nadun,Sandy Loam,5.9,35.9,77.4,21.7,57.0,13.3,27.5,62.3,Medium,Low,141.1,65.7,16.87,17.29
F0675,Kegalle,2025-11-07,277,Maturity,2.04,Chinese,Clay Loam,5.1,33.0,59.6,24.9,69.2,22.3,14.7,80.8,Low,Low,154.3,62.3,17.08,16.86
F0745,Kurunegala,2025-10-25,100,Vegetative,3.18,Nadun,Clay Loam,5.6,35.2,57.1,27.0,87.6,21.8,48.3,88.6,Medium,Low,77.6,63.7,12.31,12.64
F0839,Matale,2025-11-10,122,Vegetative,1.73,Chinese,Clay Loam,6.7,41.3,93.4,23.2,79.7,24.1,1.9,40.0,Medium,Low,81.4,61.1,11.57,11.29
F0021,Badulla,2025-05-31,58,Early Vegetative,2.32,Chinese,Sandy Loam,6.2,32.7,46.1,24.0,73.7,17.9,10.1,116.5,Medium,Low,45.7,59.5,11.03,11.63
F0846,Matale,2025-06-17,192,Rhizome Initiation,1.87,Local,Loam,5.3,36.1,61.6,30.7,83.9,13.3,29.0,56.7,Medium,Low,106.5,60.9,15.79,15.06
F0149,Ratnapura,2025-02-03,267,Maturity,2.68,Nadun,Clay Loam,5.7,52.0,110.5,23.0,62.1,18.0,35.3,75.2,High,Medium,159.9,70.5,16.23,17.02
F0203,Monaragala,2025-06-15,228,Rhizome Development,3.19,Chinese,Sandy Loam,5.7,35.1,80.1,28.3,85.6,12.2,44.7,77.0,Low,Low,121.6,63.5,17.3,17.03
F0412,Kandy,2025-07-15,283,Maturity,4.57,Nadun,Sandy Loam,5.3,33.1,59.2,20.2,66.3,14.3,15.2,115.2,Low,Medium,161.6,63.3,18.97,18.28
F0698,Kandy,2025-11-11,210,Rhizome Initiation,3.91,Chinese,Loam,6.1,40.6,74.5,23.6,66.3,23.3,40.9,64.1,Low,Low,114.4,67.8,16.23,16.32
F0098,Matara,2025-09-13,90,Early Vegetative,4.23,Chinese,Loam,6.3,42.1,94.8,27.0,58.4,14.9,45.7,40.3,Low,Medium,53.9,64.8,12.62,12.37
F0268,Kegalle,2025-12-03,56,Early Vegetative,3.48,Chinese,Loam,6.6,33.5,58.3,25.1,61.8,16.2,12.9,80.7,Low,Low,57.8,62.9,11.63,10.94
F0908,Matale,2025-08-14,214,Rhizome Development,4.56,Chinese,Loam,6.5,47.8,113.5,25.9,62.1,16.8,14.4,98.2,Low,Low,135.4,72.6,17.7,18.24
F0070,Kegalle,2025-09-09,184,Rhizome Initiation,4.5,Chinese,Clay Loam,6.4,35.5,61.4,27.5,87.5,16.1,6.3,94.9,Low,Low,111.6,58.7,15.85,16.01
F0247,Galle,2025-05-10,230,Rhizome Development,4.1,Nadun,Loam,6.4,32.3,35.3,21.0,60.0,17.6,34.5,40.1,Low,Medium,131.6,59.4,14.35,13.93
F0322,Badulla,2025-12-14,181,Rhizome Initiation,3.64,Nadun,Clay Loam,6.3,44.3,103.3,26.0,95.0,21.6,24.8,110.3,Medium,Medium,106.9,69.1,15.99,16.1
F0216,Ratnapura,2025-04-20,16,Sprouting,4.47,Chinese,Loam,5.9,23.5,31.9,30.6,78.5,24.3,47.0,49.1,Medium,Medium,14.2,53.1,7.91,8.64
F0075,Kandy,2025-05-14,272,Maturity,1.05,Chinese,Clay Loam,6.6,46.0,88.8,21.6,73.4,14.9,20.4,113.4,Medium,Low,141.2,72.3,18.23,18.0
F0590,Kegalle,2025-05-04,226,Rhizome Development,1.03,Nadun,Sandy Loam,6.6,20.3,17.6,21.6,71.9,20.8,16.4,57.6,Medium,Low,134.5,55.5,15.53,14.88
F0113,Nuwara Eliya,2025-11-08,15,Sprouting,0.82,Chinese,Loam,6.3,28.1,21.8,28.7,85.2,22.7,28.1,111.2,Medium,Low,22.2,57.8,8.57,7.99
F0644,Kandy,2025-07-29,265,Maturity,1.09,Nadun,Loam,5.1,36.8,66.5,24.1,69.9,13.3,44.9,39.1,Medium,Low,157.1,57.8,16.9,16.75
F0371,Kandy,2025-08-13,52,Early Vegetative,2.77,Nadun,Clay Loam,6.6,42.3,84.4,29.7,71.9,18.1,12.6,30.6,Low,Medium,32.1,68.6,11.28,11.87
F0884,Matara,2025-12-01,255,Rhizome Development,3.61,Nadun,Loam,5.9,32.6,31.3,28.9,94.4,16.5,35.2,99.1,Low,Low,133.1,60.7,17.32,16.65
F0519,Ratnapura,2025-07-12,68,Early Vegetative,1.37,Chinese,Loam,5.4,39.1,91.6,33.4,74.1,12.8,14.0,105.4,Low,High,47.0,61.6,10.46,10.43
F0670,Galle,2025-04-28,55,Early Vegetative,3.85,Local,Loam,5.3,18.0,11.1,29.8,72.6,15.6,33.3,38.5,Medium,High,34.6,46.5,7.6,7.84
F0577,Ratnapura,2025-03-21,45,Early Vegetative,0.62,Chinese,Loam,5.6,48.1,107.3,33.0,75.8,15.1,1.0,82.1,High,High,44.3,69.8,8.14,7.67
F0105,Monaragala,2025-08-07,122,Vegetative,2.52,Chinese,Clay Loam,5.7,37.0,59.9,29.3,86.4,23.7,19.6,108.5,High,Low,90.8,61.2,12.42,12.48
F0807,Galle,2025-04-15,57,Early Vegetative,3.39,Chinese,Sandy Loam,6.5,33.5,45.4,24.4,63.1,21.7,3.8,87.4,Low,Low,39.9,56.8,11.53,11.6
F0487,Kurunegala,2025-02-06,130,Vegetative,2.85,Nadun,Loam,6.1,23.1,31.1,21.9,87.0,13.8,30.3,32.4,Low,Medium,86.3,50.0,12.82,12.31
F0848,Kegalle,2025-06-26,74,Early Vegetative,3.04,Nadun,Clay Loam,6.4,42.3,85.3,22.5,93.9,21.1,5.3,63.5,High,Low,66.6,65.3,10.18,9.73
F0491,Nuwara Eliya,2025-04-03,81,Early Vegetative,4.81,Local,Sandy Loam,5.9,42.1,74.0,29.7,55.5,20.0,14.2,69.6,Medium,High,70.4,66.1,9.83,9.2
F0906,Ratnapura,2025-08-10,244,Rhizome Development,1.06,Chinese,Loam,6.7,27.8,12.0,31.4,92.7,14.9,32.5,63.0,Medium,Low,149.6,60.8,14.02,14.66
F0248,Galle,2025-11-14,20,Sprouting,1.84,Local,Clay Loam,6.7,38.4,55.9,33.7,59.9,23.8,17.0,63.8,Low,Low,35.8,60.6,10.8,10.6
F0721,Nuwara Eliya,2025-09-11,264,Maturity,3.74,Local,Clay Loam,5.7,36.7,55.6,29.2,77.0,24.7,8.3,25.0,Medium,Low,156.1,65.1,16.57,16.07
F0766,Matale,2025-07-26,262,Maturity,1.34,Nadun,Loam,6.4,35.7,61.7,33.6,61.0,21.5,26.7,31.1,Low,Medium,153.4,58.2,17.27,16.71
F0494,Badulla,2025-07-09,81,Early Vegetative,1.05,Chinese,Loam,5.1,37.3,57.7,24.4,90.9,21.0,23.3,47.4,Low,Medium,55.3,57.6,10.77,11.55
F0453,Badulla,2025-02-18,218,Rhizome Development,4.88,Nadun,Clay Loam,6.8,29.0,17.2,32.3,88.0,22.0,28.8,91.9,Low,High,133.9,52.4,14.08,14.67
F0131,Kandy,2025-10-23,142,Vegetative,4.02,Local,Loam,6.2,39.2,61.3,26.9,58.9,25.0,16.2,29.4,Low,Low,78.4,67.2,13.66,14.07
F0719,Kegalle,2025-12-10,199,Rhizome Initiation,2.93,Local,Clay Loam,6.6,36.6,83.0,30.6,94.0,20.0,48.9,38.6,High,High,109.2,63.9,13.06,12.37
F0710,Kegalle,2025-09-04,16,Sprouting,4.19,Local,Clay Loam,5.7,37.9,76.7,28.7,94.4,20.0,15.1,40.5,Low,Low,31.0,66.0,9.94,10.09
F0199,Galle,2025-10-02,156,Rhizome Initiation,3.18,Nadun,Clay Loam,6.7,32.1,42.9,23.2,61.8,20.2,11.4,91.5,Low,High,98.9,59.6,12.09,11.31
F0252,Nuwara Eliya,2025-09-29,49,Early Vegetative,3.65,Local,Clay Loam,5.7,38.7,76.8,33.6,80.0,14.6,23.6,110.5,Low,Low,42.1,67.4,12.25,12.41
F0584,Kurunegala,2025-10-17,56,Early Vegetative,2.81,Chinese,Loam,6.5,34.0,75.0,25.5,86.4,24.6,8.6,50.1,High,Low,47.2,57.7,9.75,9.46
F0440,Nuwara Eliya,2025-11-19,298,Maturity,1.65,Local,Sandy Loam,5.2,35.9,63.6,34.0,82.6,17.6,22.0,55.3,Low,Low,173.8,61.3,19.14,18.97
F0740,Galle,2025-12-31,276,Maturity,0.69,Local,Loam,6.1,45.2,108.1,25.2,81.9,22.2,44.0,84.5,Medium,Low,144.0,70.4,19.3,18.79
F0660,Kandy,2025-01-17,55,Early Vegetative,2.17,Nadun,Clay Loam,5.8,27.7,17.7,22.1,75.7,24.1,47.1,55.9,High,Low,39.1,57.6,7.88,8.43
F0556,Kegalle,2025-10-23,281,Maturity,3.69,Nadun,Clay Loam,5.5,37.8,68.4,33.6,85.9,14.4,9.0,20.0,Low,Medium,149.4,60.3,17.08,16.66
F0935,Nuwara Eliya,2025-12-27,88,Early Vegetative,4.07,Chinese,Sandy Loam,6.0,41.9,88.5,25.8,69.5,17.3,29.8,111.8,Low,Medium,49.3,62.4,14.0,13.58
F0733,Kurunegala,2025-10-27,258,Rhizome Development,4.51,Nadun,Sandy Loam,5.3,34.2,55.8,30.3,57.9,15.2,10.7,69.1,Low,Low,143.5,64.3,17.06,17.84
F0585,Kandy,2025-12-22,52,Early Vegetative,2.54,Chinese,Loam,5.7,41.1,69.1,21.8,63.6,22.0,45.2,78.3,Low,Low,54.8,60.7,12.77,12.4
F0407,Matale,2025-07-22,300,Maturity,4.42,Nadun,Loam,5.3,20.3,4.2,21.0,90.3,24.2,41.6,87.1,Low,Medium,170.2,48.1,16.73,17.1
F0305,Monaragala,2025-07-11,170,Rhizome Initiation,1.04,Chinese,Clay Loam,6.7,21.6,26.2,20.1,88.0,23.4,3.3,49.1,Low,Low,97.1,55.2,13.74,13.72
F0462,Ratnapura,2025-06-29,105,Vegetative,4.53,Local,Clay Loam,6.8,29.5,45.9,32.6,63.0,13.2,23.8,109.5,Low,Medium,60.8,55.7,12.1,11.65
F0170,Matara,2025-01-14,276,Maturity,4.06,Chinese,Clay Loam,5.7,49.5,103.0,29.8,57.1,24.5,1.0,27.2,High,Low,152.0,67.3,17.73,17.9
F0935,Monaragala,2025-06-21,49,Early Vegetative,1.56,Local,Sandy Loam,5.2,39.2,61.6,31.3,88.5,24.9,17.8,58.3,High,Medium,32.2,62.5,6.98,7.08
F0551,Matale,2025-10-05,295,Maturity,4.97,Local,Loam,6.0,15.9,0.9,26.3,55.3,15.6,17.4,26.3,Low,Medium,170.9,53.9,15.32,15.33
F0822,Matale,2025-12-13,240,Rhizome Development,4.84,Local,Sandy Loam,6.1,46.5,112.7,32.4,83.9,18.1,29.0,62.7,Low,Low,130.8,69.2,18.35,18.16
F0421,Galle,2025-07-12,82,Early Vegetative,1.12,Local,Sandy Loam,6.5,28.7,31.4,29.4,69.7,19.6,14.1,27.2,Low,Low,54.0,58.0,12.18,11.67
F0143,Nuwara Eliya,2026-01-01,213,Rhizome Development,2.73,Nadun,Clay Loam,6.2,33.4,48.2,27.8,74.4,17.3,35.0,87.9,Low,Low,132.0,59.0,17.13,17.74
